seqID	sampleID	sampleType
d43_2949	d43_2949	mouse
d43_2956	d43_2956	mouse
d43_2966	d43_2966	mouse
d43_2988	d43_2988	mouse
d43_3739	d43_3739	mouse
d43_3755	d43_3755	mouse
d43_3765	d43_3765	mouse
d43_3776	d43_3776	mouse
d43_3797	d43_3797	mouse
d43_3827	d43_3827	mouse
d43_3830	d43_3830	mouse
d43_3836	d43_3836	mouse
cecal_d46_3844	d43_3844	mouse
d43_4837	d43_4837	mouse
d43_4914	d43_4914	mouse
d43_5925	d43_5925	mouse
d43_5942	d43_5942	mouse
d43_5957	d43_5957	mouse
d43_5964	d43_5964	mouse
d43_5969	d43_5969	mouse
d43_5978	d43_5978	mouse
d44_2904	d44_2904	mouse
d44_2933	d44_2933	mouse
d44_2935	d44_2935	mouse
d44_2949	d44_2949	mouse
d44_2956	d44_2956	mouse
d44_2966	d44_2966	mouse
d44_2988	d44_2988	mouse
d44_3739	d44_3739	mouse
d44_3755	d44_3755	mouse
d44_3765	d44_3765	mouse
d44_3776	d44_3776	mouse
d44_3797	d44_3797	mouse
d44_3827	d44_3827	mouse
d44_3830	d44_3830	mouse
d44_3836	d44_3836	mouse
d44_3844	d44_3844	mouse
d44_4837	d44_4837	mouse
d44_4914	d44_4914	mouse
d44_5925	d44_5925	mouse
d44_5942	d44_5942	mouse
d44_5957	d44_5957	mouse
d44_5964	d44_5964	mouse
d44_5969	d44_5969	mouse
d44_5978	d44_5978	mouse
d45_2904	d45_2904	mouse
d45_2933	d45_2933	mouse
d45_2935	d45_2935	mouse
d45_2949	d45_2949	mouse
d45_2956	d45_2956	mouse
d45_2966	d45_2966	mouse
d45_2988	d45_2988	mouse
d45_3739	d45_3739	mouse
d45_3755	d45_3755	mouse
d45_3765	d45_3765	mouse
d45_3776	d45_3776	mouse
d45_3797	d45_3797	mouse
d45_3827	d45_3827	mouse
d45_3830	d45_3830	mouse
d45_3836	d45_3836	mouse
d45_3844	d45_3844	mouse
d45_4837	d45_4837	mouse
d45_4914	d45_4914	mouse
d45_5925	d45_5925	mouse
d45_5942	d45_5942	mouse
d45_5957	d45_5957	mouse
d45_5964	d45_5964	mouse
d45_5969	d45_5969	mouse
d45_5978	d45_5978	mouse
d46_2904	d46_2904	mouse
cecal_d46_2933	d46_2933	mouse
d46_2935	d46_2935	mouse
cecal_d46_2949	d46_2949	mouse
cecal_d46_2956	d46_2956	mouse
cecal_d46_2966	d46_2966	mouse
d46_2988	d46_2988	mouse
d46_3739	d46_3739	mouse
cecal_d46_3755	d46_3755	mouse
cecal_d46_3765	d46_3765	mouse
d46_3776	d46_3776	mouse
d46_3797	d46_3797	mouse
cecal_d46_3827	d46_3827	mouse
cecal_d46_3830	d46_3830	mouse
cecal_d46_3836	d46_3836	mouse
d46_3844	d46_3844	mouse
cecal_d46_4837	d46_4837	mouse
cecal_d46_4914	d46_4914	mouse
d46_5925	d46_5925	mouse
d46_5942	d46_5942	mouse
cecal_d46_5957	d46_5957	mouse
cecal_d46_5964	d46_5964	mouse
cecal_d46_5969	d46_5969	mouse
cecal_d46_5978	d46_5978	mouse
d7_2904	d7_2904	mouse
d7_2933	d7_2933	mouse
d7_2935	d7_2935	mouse
d7_2949	d7_2949	mouse
d7_2956	d7_2956	mouse
d7_2966	d7_2966	mouse
d7_2988	d7_2988	mouse
d7_3739	d7_3739	mouse
d7_3755	d7_3755	mouse
d7_3765	d7_3765	mouse
d7_3776	d7_3776	mouse
d7_3797	d7_3797	mouse
d7_3827	d7_3827	mouse
d7_3830	d7_3830	mouse
d7_3836	d7_3836	mouse
d7_3844	d7_3844	mouse
d7_4837	d7_4837	mouse
d7_4914	d7_4914	mouse
d7_5925	d7_5925	mouse
d7_5942	d7_5942	mouse
d7_5957	d7_5957	mouse
d7_5964	d7_5964	mouse
d7_5969	d7_5969	mouse
d7_5978	d7_5978	mouse
d9_2904	d9_2904	mouse
d9_2933	d9_2933	mouse
d9_2935	d9_2935	mouse
d9_2949	d9_2949	mouse
d9_2956	d9_2956	mouse
d9_2966	d9_2966	mouse
d9_2988	d9_2988	mouse
d9_3739	d9_3739	mouse
d9_3755	d9_3755	mouse
d9_3765	d9_3765	mouse
d9_3776	d9_3776	mouse
d9_3797	d9_3797	mouse
d9_3827	d9_3827	mouse
d9_3830	d9_3830	mouse
d9_3836	d9_3836	mouse
d9_3844	d9_3844	mouse
d9_4837	d9_4837	mouse
d9_4914	d9_4914	mouse
d9_5925	d9_5925	mouse
d9_5942	d9_5942	mouse
d9_5957	d9_5957	mouse
d9_5964	d9_5964	mouse
d9_5969	d9_5969	mouse
d9_5978	d9_5978	mouse
d0_427	d0_427	mouse
d0_429	d0_429	mouse
d0_448	d0_448	mouse
d0_449	d0_449	mouse
d0_5204	d0_5204	mouse
d0_5215	d0_5215	mouse
d0_5218	d0_5218	mouse
d0_5219	d0_5219	mouse
d0_5220	d0_5220	mouse
d0_5505	d0_5505	mouse
d0_5510	d0_5510	mouse
d0_5513	d0_5513	mouse
d0_5517	d0_5517	mouse
d0_5520	d0_5520	mouse
d0_5522	d0_5522	mouse
d1_427	d1_427	mouse
d1_429	d1_429	mouse
d1_448	d1_448	mouse
d1_449	d1_449	mouse
d1_5204	d1_5204	mouse
d1_5215	d1_5215	mouse
d1_5218	d1_5218	mouse
d1_5219	d1_5219	mouse
d1_5220	d1_5220	mouse
d1_5505	d1_5505	mouse
d1_5510	d1_5510	mouse
d1_5513	d1_5513	mouse
d1_5517	d1_5517	mouse
d1_5520	d1_5520	mouse
d1_5522	d1_5522	mouse
d14_427	d14_427	mouse
d14_429	d14_429	mouse
d14_448	d14_448	mouse
d14_449	d14_449	mouse
d14_5204	d14_5204	mouse
d14_5215	d14_5215	mouse
d14_5218	d14_5218	mouse
d14_5219	d14_5219	mouse
d14_5220	d14_5220	mouse
d14_5505	d14_5505	mouse
d14_5510	d14_5510	mouse
d14_5513	d14_5513	mouse
d14_5517	d14_5517	mouse
d14_5520	d14_5520	mouse
d14_5522	d14_5522	mouse
d18_427	d18_427	mouse
d18_429	d18_429	mouse
d18_448	d18_448	mouse
d18_449	d18_449	mouse
d18_5204	d18_5204	mouse
d18_5215	d18_5215	mouse
d18_5218	d18_5218	mouse
d18_5219	d18_5219	mouse
d18_5220	d18_5220	mouse
d18_5505	d18_5505	mouse
d18_5510	d18_5510	mouse
d18_5513	d18_5513	mouse
d18_5517	d18_5517	mouse
d18_5520	d18_5520	mouse
d18_5522	d18_5522	mouse
d21_427	d21_427	mouse
d21_429	d21_429	mouse
d21_448	d21_448	mouse
d21_449	d21_449	mouse
d21_5204	d21_5204	mouse
d21_5215	d21_5215	mouse
d21_5218	d21_5218	mouse
d21_5219	d21_5219	mouse
d21_5220	d21_5220	mouse
d21_5505	d21_5505	mouse
d21_5510	d21_5510	mouse
d21_5512	d21_5513	mouse
d21_5517	d21_5517	mouse
d21_5520	d21_5520	mouse
d21_5522	d21_5522	mouse
d22_427	d22_427	mouse
d22_429	d22_429	mouse
d22_448	d22_448	mouse
d22_449	d22_449	mouse
d22_5204	d22_5204	mouse
d22_5215	d22_5215	mouse
d22_5218	d22_5218	mouse
d22_5219	d22_5219	mouse
d22_5220	d22_5220	mouse
d22_5505	d22_5505	mouse
d22_5510	d22_5510	mouse
d22_5513	d22_5513	mouse
d22_5517	d22_5517	mouse
d22_5520	d22_5520	mouse
d22_5522	d22_5522	mouse
d23_427	d23_427	mouse
d23_429	d23_429	mouse
d23_448	d23_448	mouse
d23_449	d23_449	mouse
d23_5204	d23_5204	mouse
d23_5215	d23_5215	mouse
d23_5218	d23_5218	mouse
d23_5219	d23_5219	mouse
d23_5220	d23_5220	mouse
d23_5505	d23_5505	mouse
d23_5510	d23_5510	mouse
d23_5513	d23_5513	mouse
d23_5517	d23_5517	mouse
d23_5520	d23_5520	mouse
d23_5522	d23_5522	mouse
d24_427	d24_427	mouse
d24_429	d24_429	mouse
d24_448	d24_448	mouse
d24_449	d24_449	mouse
d24_5204	d24_5204	mouse
d24_5215	d24_5215	mouse
d24_5218	d24_5218	mouse
d24_5219	d24_5219	mouse
d24_5220_noseq	d24_5520	mouse
d24_5505	d24_5505	mouse
d24_5510	d24_5510	mouse
d24_5513	d24_5513	mouse
d24_5517	d24_5517	mouse
d24_5520	d24_5220	mouse
d24_5522	d24_5522	mouse
d25_427	d25_427	mouse
d25_429	d25_429	mouse
d25_448	d25_448	mouse
d25_449	d25_449	mouse
d25_5204	d25_5204	mouse
d25_5215	d25_5215	mouse
d25_5218	d25_5218	mouse
d25_5219	d25_5219	mouse
d25_5220	d25_5220	mouse
d25_5505	d25_5505	mouse
d25_5510	d25_5510	mouse
d25_5513	d25_5513	mouse
d25_5517	d25_5517	mouse
d25_5520	d25_5520	mouse
d25_5522	d25_5522	mouse
d26_427	d26_427	mouse
d26_429	d26_429	mouse
d26_448	d26_448	mouse
d26_449	d26_449	mouse
d26_5204	d26_5204	mouse
d26_5215	d26_5215	mouse
d26_5218	d26_5218	mouse
d26_5219	d26_5219	mouse
d26_5220	d26_5220	mouse
d26_5505	d26_5505	mouse
d26_5510	d26_5510	mouse
d26_5513	d26_5513	mouse
d26_5517	d26_5517	mouse
d26_5520	d26_5520	mouse
d26_5522	d26_5522	mouse
d27_427	d27_427	mouse
d27_429	d27_429	mouse
d27_448	d27_448	mouse
d27_449	d27_449	mouse
d27_5204	d27_5204	mouse
d27_5215	d27_5215	mouse
d27_5218	d27_5218	mouse
d27_5219	d27_5219	mouse
d27_5220	d27_5220	mouse
d27_5505	d27_5505	mouse
d27_5510	d27_5510	mouse
d27_5513	d27_5513	mouse
d27_5517	d27_5517	mouse
d27_5520	d27_5520	mouse
d27_5522	d27_5522	mouse
d28_427	d28_427	mouse
cecal_d28_5220	dc28_429	mouse
d28_429	d28_429	mouse
cecal_d28_5520	dc28_448	mouse
d28_448	d28_448	mouse
d28_449	d28_449	mouse
d28_5204	d28_5204	mouse
d28_5215	d28_5215	mouse
cecal_d28_5505	dc28_5218	mouse
d28_5218	d28_5218	mouse
d28_5219	d28_5219	mouse
cecal_d28_448	dc28_5220	mouse
d28_5220	d28_5220	mouse
cecal_d28_429	dc28_5505	mouse
d28_5505	d28_5505	mouse
d28_5510	d28_5510	mouse
d28_5513	d28_5513	mouse
d28_5517	d28_5517	mouse
d28_5520	d28_5520	mouse
d28_5522	d28_5522	mouse
d29_427	d29_427	mouse
d29_429	d29_429	mouse
d29_448	d29_448	mouse
d29_449	d29_449	mouse
d29_5204	d29_5204	mouse
d29_5215	d29_5215	mouse
d29_5218	d29_5218	mouse
d29_5219	d29_5219	mouse
d29_5220	d29_5220	mouse
d29_5505	d29_5505	mouse
d29_5510	d29_5510	mouse
d29_5513	d29_5513	mouse
d29_5517	d29_5517	mouse
d29_5520	d29_5520	mouse
d29_5522	d29_5522	mouse
d30_427	d30_427	mouse
d30_429	d30_429	mouse
d30_448	d30_448	mouse
d30_449	d30_449	mouse
d30_5204	d30_5204	mouse
d30_5215	d30_5215	mouse
d30_5218	d30_5218	mouse
d30_5219	d30_5219	mouse
d30_5220	d30_5220	mouse
d30_5505	d30_5505	mouse
d30_5510	d30_5510	mouse
d30_5513	d30_5513	mouse
d30_5517	d30_5517	mouse
d30_5520	d30_5520	mouse
d30_5522	d30_5522	mouse
d31_427	d31_427	mouse
d31_429	d31_429	mouse
d31_448	d31_448	mouse
d31_449	d31_449	mouse
d31_5204	d31_5204	mouse
d31_5215	d31_5215	mouse
d31_5218	d31_5218	mouse
d31_5219	d31_5219	mouse
d31_5220	d31_5220	mouse
d31_5505	d31_5505	mouse
d31_5510	d31_5510	mouse
d31_5513	d31_5513	mouse
d31_5517	d31_5517	mouse
d31_5520	d31_5520	mouse
d31_5522	d31_5522	mouse
d32_427	d32_427	mouse
d32_429	d32_429	mouse
d32_448	d32_448	mouse
d32_449	d32_449	mouse
d32_5204	d32_5204	mouse
d32_5215	d32_5215	mouse
d32_5218	d32_5218	mouse
d32_5219	d32_5219	mouse
d32_5220	d32_5220	mouse
d32_5505	d32_5505	mouse
d32_5510	d32_5510	mouse
d32_5513	d32_5513	mouse
d32_5517	d32_5517	mouse
d32_5520	d32_5520	mouse
d32_5522	d32_5522	mouse
d33_427	d33_427	mouse
d33_429	d33_429	mouse
d33_448	d33_448	mouse
d33_449	d33_449	mouse
d33_5204	d33_5204	mouse
d33_5215	d33_5215	mouse
d33_5218	d33_5218	mouse
d33_5219	d33_5219	mouse
d33_5220	d33_5220	mouse
d33_5505	d33_5505	mouse
d33_5510	d33_5510	mouse
d33_5513	d33_5513	mouse
d33_5517	d33_5517	mouse
d33_5520	d33_5520	mouse
d33_5522	d33_5522	mouse
d34_427	d34_427	mouse
d34_429	d34_429	mouse
d34_448	d34_448	mouse
d34_449	d34_449	mouse
d34_5204	d34_5204	mouse
d34_5215	d34_5215	mouse
d34_5218	d34_5218	mouse
d34_5219	d34_5219	mouse
d34_5220	d34_5220	mouse
d34_5505	d34_5505	mouse
d34_5510	d34_5510	mouse
d34_5513	d34_5513	mouse
d34_5517	d34_5517	mouse
d34_5520	d34_5520	mouse
d34_5522	d34_5522	mouse
cecal_d35_427	dc35_427	mouse
d35_427	d35_427	mouse
d35_429	d35_429	mouse
d35_448	d35_448	mouse
cecal_d35_449	dc35_449	mouse
d35_449	d35_449	mouse
cecal_d35_5204	dc35_5204	mouse
d35_5204	d35_5204	mouse
cecal_d35_5215	dc35_5215	mouse
d35_5215	d35_5215	mouse
d35_5218	d35_5218	mouse
cecal_d35_5219	dc35_5219	mouse
d35_5219	d35_5219	mouse
d35_5220	d35_5220	mouse
d35_5505	d35_5505	mouse
cecal_d35_5510	dc35_5510	mouse
d35_5510	d35_5510	mouse
cecal_d35_5513	dc35_5513	mouse
d35_5513	d35_5513	mouse
cecal_d35_5517	dc35_5517	mouse
d35_5517	d35_5517	mouse
cecal_d35_5520	dc35_5520	mouse
d35_5520	d35_5520	mouse
cecal_d35_5522	dc35_5522	mouse
d35_5522	d35_5522	mouse
d4_427	d4_427	mouse
d4_429	d4_429	mouse
d4_448	d4_448	mouse
d4_449	d4_449	mouse
d4_5204	d4_5204	mouse
d4_5215	d4_5215	mouse
d4_5218	d4_5218	mouse
d4_5219	d4_5219	mouse
d4_5220	d4_5220	mouse
d4_5505	d4_5505	mouse
d4_5510	d4_5510	mouse
d4_5513	d4_5513	mouse
d4_5517	d4_5517	mouse
d4_5520	d4_5520	mouse
d4_5522	d4_5522	mouse
d7_427	d7_427	mouse
d7_429	d7_429	mouse
d7_448	d7_448	mouse
d7_449	d7_449	mouse
d7_5204	d7_5204	mouse
d7_5215	d7_5215	mouse
d7_5218	d7_5218	mouse
d7_5219	d7_5219	mouse
d7_5220	d7_5220	mouse
d7_5505	d7_5505	mouse
d7_5510	d7_5510	mouse
d7_5513	d7_5513	mouse
d7_5517	d7_5517	mouse
d7_5520	d7_5520	mouse
d7_5522	d7_5522	mouse
d0_1199_1	d0_1199_1	mouse
d0_1199_2	d0_1199_2	mouse
d0_1199_3	d0_1199_3	mouse
d0_1199_4	d0_1199_4	mouse
d0_1200_1	d0_1200_1	mouse
d0_1200_2	d0_1200_2	mouse
d0_1200_3	d0_1200_3	mouse
d0_1200_4	d0_1200_4	mouse
d0_1201_1	d0_1201_1	mouse
d0_1201_2	d0_1201_2	mouse
d0_1201_3	d0_1201_3	mouse
d0_1201_4	d0_1201_4	mouse
d0_1202_1	d0_1202_1	mouse
d0_1202_2	d0_1202_2	mouse
d0_1202_3	d0_1202_3	mouse
d0_1202_4	d0_1202_4	mouse
d0_1203_1	d0_1203_1	mouse
d0_1203_2	d0_1203_2	mouse
d0_1203_3	d0_1203_3	mouse
d0_1203_4	d0_1203_4	mouse
d0_1204_1	d0_1204_1	mouse
d0_1204_2	d0_1204_2	mouse
d0_1204_3	d0_1204_3	mouse
d0_1205_1	d0_1205_1	mouse
d0_1205_2	d0_1205_2	mouse
d0_1205_3	d0_1205_3	mouse
d0_1205_4	d0_1205_4	mouse
d0_1206_1	d0_1206_1	mouse
d0_1206_2	d0_1206_2	mouse
d0_1206_3	d0_1206_3	mouse
d0_1207_1	d0_1207_1	mouse
d0_1207_2	d0_1207_2	mouse
d0_1207_3	d0_1207_3	mouse
d0_1207_4	d0_1207_4	mouse
d0_1208_1	d0_1208_1	mouse
d0_1208_2	d0_1208_2	mouse
d0_1208_3	d0_1208_3	mouse
d0_1209_1	d0_1209_1	mouse
d0_1209_2	d0_1209_2	mouse
d0_1209_3	d0_1209_3	mouse
d0_1209_4	d0_1209_4	mouse
d0_1210_1	d0_1210_1	mouse
d0_1210_2	d0_1210_2	mouse
d0_1210_3	d0_1210_3	mouse
d0_1211_1	d0_1211_1	mouse
d0_1211_2	d0_1211_2	mouse
d0_1211_3	d0_1211_3	mouse
d0_1212_1	d0_1212_1	mouse
d0_1212_2	d0_1212_2	mouse
d0_1212_3	d0_1212_3	mouse
d0_1213_1	d0_1213_1	mouse
d0_1213_2	d0_1213_2	mouse
d0_1213_3	d0_1213_3	mouse
d1_1199_1	d1_1199_1	mouse
d1_1199_2	d1_1199_2	mouse
d1_1199_3	d1_1199_3	mouse
d1_1199_4	d1_1199_4	mouse
d1_1200_1	d1_1200_1	mouse
d1_1200_2	d1_1200_2	mouse
d1_1200_3	d1_1200_3	mouse
d1_1200_4	d1_1200_4	mouse
d1_1201_1	d1_1201_1	mouse
d1_1201_2	d1_1201_2	mouse
d1_1201_3	d1_1201_3	mouse
d1_1201_4	d1_1201_4	mouse
d1_1202_1	d1_1202_1	mouse
d1_1202_2	d1_1202_2	mouse
d1_1202_3	d1_1202_3	mouse
d1_1202_4	d1_1202_4	mouse
d1_1203_1	d1_1203_1	mouse
d1_1203_2	d1_1203_2	mouse
d1_1203_3	d1_1203_3	mouse
d1_1203_4	d1_1203_4	mouse
d1_1204_1	d1_1204_1	mouse
d1_1204_2	d1_1204_2	mouse
d1_1204_3	d1_1204_3	mouse
d1_1205_1	d1_1205_1	mouse
d1_1205_2	d1_1205_2	mouse
d1_1205_3	d1_1205_3	mouse
d1_1205_4	d1_1205_4	mouse
d1_1206_1	d1_1206_1	mouse
d1_1206_2	d1_1206_2	mouse
d1_1206_3	d1_1206_3	mouse
d1_1207_1	d1_1207_1	mouse
d1_1207_2	d1_1207_2	mouse
d1_1207_3	d1_1207_3	mouse
d1_1207_4	d1_1207_4	mouse
d1_1208_1	d1_1208_1	mouse
d1_1208_2	d1_1208_2	mouse
d1_1208_3	d1_1208_3	mouse
d1_1209_1	d1_1209_1	mouse
d1_1209_2	d1_1209_2	mouse
d1_1209_3	d1_1209_3	mouse
d1_1209_4	d1_1209_4	mouse
d1_1210_1	d1_1210_1	mouse
d1_1210_2	d1_1210_2	mouse
d1_1210_3	d1_1210_3	mouse
d1_1211_1	d1_1211_1	mouse
d1_1211_2	d1_1211_2	mouse
d1_1211_3	d1_1211_3	mouse
d1_1212_1	d1_1212_1	mouse
d1_1212_2	d1_1212_2	mouse
d1_1212_3	d1_1212_3	mouse
d1_1213_1	d1_1213_1	mouse
d1_1213_2	d1_1213_2	mouse
d1_1213_3	d1_1213_3	mouse
d10_1199_1	d10_1199_1	mouse
d10_1199_2	d10_1199_2	mouse
d10_1199_3	d10_1199_3	mouse
d10_1199_4	d10_1199_4	mouse
d10_1200_1	d10_1200_1	mouse
d10_1200_2	d10_1200_2	mouse
d10_1200_3	d10_1200_3	mouse
d10_1200_4	d10_1200_4	mouse
d10_1201_1	d10_1201_1	mouse
d10_1201_2	d10_1201_2	mouse
d10_1201_3	d10_1201_3	mouse
d10_1201_4	d10_1201_4	mouse
d10_1202_1	d10_1202_1	mouse
d10_1202_2	d10_1202_2	mouse
d10_1202_3	d10_1202_3	mouse
d10_1202_4	d10_1202_4	mouse
d10_1203_1	d10_1203_1	mouse
d10_1203_2	d10_1203_2	mouse
d10_1203_3	d10_1203_3	mouse
d10_1203_4	d10_1203_4	mouse
d10_1204_1	d10_1204_1	mouse
d10_1204_2	d10_1204_2	mouse
d10_1204_3	d10_1204_3	mouse
d10_1205_1	d10_1205_1	mouse
d10_1205_2	d10_1205_2	mouse
d10_1205_3	d10_1205_3	mouse
d10_1205_4	d10_1205_4	mouse
d10_1206_1	d10_1206_1	mouse
d10_1206_2	d10_1206_2	mouse
d10_1206_3	d10_1206_3	mouse
d10_1207_1	d10_1207_1	mouse
d10_1207_2	d10_1207_2	mouse
d10_1207_3	d10_1207_3	mouse
d10_1207_4	d10_1207_4	mouse
d10_1208_1	d10_1208_1	mouse
d10_1208_2	d10_1208_2	mouse
d10_1208_3	d10_1208_3	mouse
d10_1209_1	d10_1209_1	mouse
d10_1209_2	d10_1209_2	mouse
d10_1209_3	d10_1209_3	mouse
d10_1209_4	d10_1209_4	mouse
d10_1210_1	d10_1210_1	mouse
d10_1210_2	d10_1210_2	mouse
d10_1210_3	d10_1210_3	mouse
d10_1211_1	d10_1211_1	mouse
d10_1211_2	d10_1211_2	mouse
d10_1211_3	d10_1211_3	mouse
d10_1212_1	d10_1212_1	mouse
d10_1212_2	d10_1212_2	mouse
d10_1212_3	d10_1212_3	mouse
d10_1213_1	d10_1213_1	mouse
d10_1213_2	d10_1213_2	mouse
d10_1213_3	d10_1213_3	mouse
d11_1199_1	d11_1199_1	mouse
d11_1199_2	d11_1199_2	mouse
d11_1199_3	d11_1199_3	mouse
d11_1199_4	d11_1199_4	mouse
d11_1200_1	d11_1200_1	mouse
d11_1200_2	d11_1200_2	mouse
d11_1200_3	d11_1200_3	mouse
d11_1200_4	d11_1200_4	mouse
d11_1201_1	d11_1201_1	mouse
d11_1201_2	d11_1201_2	mouse
d11_1201_3	d11_1201_3	mouse
d11_1201_4	d11_1201_4	mouse
d11_1202_1	d11_1202_1	mouse
d11_1202_2	d11_1202_2	mouse
d11_1202_3	d11_1202_3	mouse
d11_1202_4	d11_1202_4	mouse
d11_1203_1	d11_1203_1	mouse
d11_1203_2	d11_1203_2	mouse
d11_1203_3	d11_1203_3	mouse
d11_1203_4	d11_1203_4	mouse
d11_1204_1	d11_1204_1	mouse
d11_1204_2	d11_1204_2	mouse
d11_1204_3	d11_1204_3	mouse
d11_1205_1	d11_1205_1	mouse
d11_1205_2	d11_1205_2	mouse
d11_1205_3	d11_1205_3	mouse
d11_1205_4	d11_1205_4	mouse
d11_1206_1	d11_1206_1	mouse
d11_1206_2	d11_1206_2	mouse
d11_1206_3	d11_1206_3	mouse
d11_1207_1	d11_1207_1	mouse
d11_1207_2	d11_1207_2	mouse
d11_1207_3	d11_1207_3	mouse
d11_1207_4	d11_1207_4	mouse
d11_1208_1	d11_1208_1	mouse
d11_1208_2	d11_1208_2	mouse
d11_1208_3	d11_1208_3	mouse
d11_1209_1	d11_1209_1	mouse
d11_1209_2	d11_1209_2	mouse
d11_1209_3	d11_1209_3	mouse
d11_1209_4	d11_1209_4	mouse
d11_1210_1	d11_1210_1	mouse
d11_1210_2	d11_1210_2	mouse
d11_1210_3	d11_1210_3	mouse
d11_1211_1	d11_1211_1	mouse
d11_1211_2	d11_1211_2	mouse
d11_1211_3	d11_1211_3	mouse
d11_1212_1	d11_1212_1	mouse
d11_1212_2	d11_1212_2	mouse
d11_1212_3	d11_1212_3	mouse
d11_1213_1	d11_1213_1	mouse
d11_1213_2	d11_1213_2	mouse
d11_1213_3	d11_1213_3	mouse
d12_1199_1	d12_1199_1	mouse
d12_1199_2	d12_1199_2	mouse
d12_1199_3	d12_1199_3	mouse
d12_1199_4	d12_1199_4	mouse
d12_1200_1	d12_1200_1	mouse
d12_1200_2	d12_1200_2	mouse
d12_1200_3	d12_1200_3	mouse
d12_1200_4	d12_1200_4	mouse
d12_1201_1	d12_1201_1	mouse
d12_1201_2	d12_1201_2	mouse
d12_1201_3	d12_1201_3	mouse
d12_1201_4	d12_1201_4	mouse
d12_1202_1	d12_1202_1	mouse
d12_1202_2	d12_1202_2	mouse
d12_1202_3	d12_1202_3	mouse
d12_1202_4	d12_1202_4	mouse
d12_1203_1	d12_1203_1	mouse
d12_1203_2	d12_1203_2	mouse
d12_1203_3	d12_1203_3	mouse
d12_1203_4	d12_1203_4	mouse
d12_1204_1	d12_1204_1	mouse
d12_1204_2	d12_1204_2	mouse
d12_1204_3	d12_1204_3	mouse
d12_1205_1	d12_1205_1	mouse
d12_1205_2	d12_1205_2	mouse
d12_1205_3	d12_1205_3	mouse
d12_1205_4	d12_1205_4	mouse
d12_1206_1	d12_1206_1	mouse
d12_1206_2	d12_1206_2	mouse
d12_1206_3	d12_1206_3	mouse
d12_1207_1	d12_1207_1	mouse
d12_1207_2	d12_1207_2	mouse
d12_1207_3	d12_1207_3	mouse
d12_1207_4	d12_1207_4	mouse
d12_1208_1	d12_1208_1	mouse
d12_1208_2	d12_1208_2	mouse
d12_1208_3	d12_1208_3	mouse
d12_1209_1	d12_1209_1	mouse
d12_1209_2	d12_1209_2	mouse
d12_1209_3	d12_1209_3	mouse
d12_1209_4	d12_1209_4	mouse
d12_1210_1	d12_1210_1	mouse
d12_1210_2	d12_1210_2	mouse
d12_1210_3	d12_1210_3	mouse
d12_1211_1	d12_1211_1	mouse
d12_1211_2	d12_1211_2	mouse
d12_1211_3	d12_1211_3	mouse
d12_1212_1	d12_1212_1	mouse
d12_1212_2	d12_1212_2	mouse
d12_1212_3	d12_1212_3	mouse
d12_1213_1	d12_1213_1	mouse
d12_1213_2	d12_1213_2	mouse
d12_1213_3	d12_1213_3	mouse
d13_1199_1	d13_1199_1	mouse
d13_1199_2	d13_1199_2	mouse
d13_1199_3	d13_1199_3	mouse
d13_1199_4	d13_1199_4	mouse
d13_1200_1	d13_1200_1	mouse
d13_1200_2	d13_1200_2	mouse
d13_1200_3	d13_1200_3	mouse
d13_1200_4	d13_1200_4	mouse
d13_1201_1	d13_1201_1	mouse
d13_1201_2	d13_1201_2	mouse
d13_1201_3	d13_1201_3	mouse
d13_1201_4	d13_1201_4	mouse
d13_1202_1	d13_1202_1	mouse
d13_1202_2	d13_1202_2	mouse
d13_1202_3	d13_1202_3	mouse
d13_1202_4	d13_1202_4	mouse
d13_1203_1	d13_1203_1	mouse
d13_1203_2	d13_1203_2	mouse
d13_1203_3	d13_1203_3	mouse
d13_1203_4	d13_1203_4	mouse
d13_1204_1	d13_1204_1	mouse
d13_1204_2	d13_1204_2	mouse
d13_1204_3	d13_1204_3	mouse
d13_1205_1	d13_1205_1	mouse
d13_1205_2	d13_1205_2	mouse
d13_1205_3	d13_1205_3	mouse
d13_1205_4	d13_1205_4	mouse
d13_1206_1	d13_1206_1	mouse
d13_1206_2	d13_1206_2	mouse
d13_1206_3	d13_1206_3	mouse
d13_1207_1	d13_1207_1	mouse
d13_1207_2	d13_1207_2	mouse
d13_1207_3	d13_1207_3	mouse
d13_1207_4	d13_1207_4	mouse
d13_1208_1	d13_1208_1	mouse
d13_1208_2	d13_1208_2	mouse
d13_1208_3	d13_1208_3	mouse
d13_1209_1	d13_1209_1	mouse
d13_1209_2	d13_1209_2	mouse
d13_1209_3	d13_1209_3	mouse
d13_1209_4	d13_1209_4	mouse
d13_1210_1	d13_1210_1	mouse
d13_1210_2	d13_1210_2	mouse
d13_1210_3	d13_1210_3	mouse
d13_1211_1	d13_1211_1	mouse
d13_1211_2	d13_1211_2	mouse
d13_1211_3	d13_1211_3	mouse
d13_1212_1	d13_1212_1	mouse
d13_1212_2	d13_1212_2	mouse
d13_1212_3	d13_1212_3	mouse
d13_1213_1	d13_1213_1	mouse
d13_1213_2	d13_1213_2	mouse
d13_1213_3	d13_1213_3	mouse
d14_1199_1	d14_1199_1	mouse
d14_1199_2	d14_1199_2	mouse
d14_1199_3	d14_1199_3	mouse
d14_1199_4	d14_1199_4	mouse
d14_1200_1	d14_1200_1	mouse
d14_1200_2	d14_1200_2	mouse
